,names,n
469,"('ARAVIRE', 'AEDO')",1
470,"('ARAVIRE', 'DONAIRE')",1
471,"('ARAVIRE', 'MAMANI')",1
472,"('ARAVIRE', 'SANDOVAL')",1
473,"('ARAVIRE', 'TICUNA')",1
474,"('ARAYA', 'ACUNA')",1
475,"('ARAYA', 'ALARCON')",2
476,"('ARAYA', 'ALFARO')",1
477,"('ARAYA', 'ALVAREZ')",2
478,"('ARAYA', 'AMARO')",1
479,"('ARAYA', 'ANDRADE')",1
480,"('ARAYA', 'ARAVENA')",1
481,"('ARAYA', 'ARAYA')",2
482,"('ARAYA', 'ARRASCAITA')",2
483,"('ARAYA', 'ARRUE')",1
484,"('ARAYA', 'ASTORGA')",2
485,"('ARAYA', 'AYALA')",1
486,"('ARAYA', 'AYAVIRE')",1
487,"('ARAYA', 'AZOCAR')",1
488,"('ARAYA', 'BARRAZA')",1
489,"('ARAYA', 'BARRERA')",2
490,"('ARAYA', 'BORDONES')",1
491,"('ARAYA', 'BOYD')",1
492,"('ARAYA', 'BRAVO')",1
493,"('ARAYA', 'CALVETTI')",1
494,"('ARAYA', 'CAQUEO')",1
495,"('ARAYA', 'CASTILLO')",9
496,"('ARAYA', 'CASTRO')",1
497,"('ARAYA', 'CHACON')",1
498,"('ARAYA', 'COCA')",1
499,"('ARAYA', 'COLLAO')",1
500,"('ARAYA', 'CONCHA')",1
501,"('ARAYA', 'CONTRERAS')",3
502,"('ARAYA', 'CORTES')",4
503,"('ARAYA', 'COSSIO')",2
504,"('ARAYA', 'CRUZ')",1
505,"('ARAYA', 'CUBILLOS')",1
506,"('ARAYA', 'DIAZ')",3
507,"('ARAYA', 'ESPINOZA')",4
508,"('ARAYA', 'FEMENIAS')",1
509,"('ARAYA', 'FERNANDEZ')",1
510,"('ARAYA', 'FLORES')",5
511,"('ARAYA', 'FREZ')",1
512,"('ARAYA', 'FUENTES')",1
513,"('ARAYA', 'GALLARDO')",1
514,"('ARAYA', 'GOMEZ')",1
515,"('ARAYA', 'GONZALEZ')",6
516,"('ARAYA', 'GUERRA')",2
517,"('ARAYA', 'HINOJOSA')",1
518,"('ARAYA', 'HOYOS')",1
519,"('ARAYA', 'JARA')",1
520,"('ARAYA', 'LOPEZ')",1
521,"('ARAYA', 'LUNA')",1
522,"('ARAYA', 'MANCILLA')",1
523,"('ARAYA', 'MANRIQUEZ')",1
524,"('ARAYA', 'MARDONES')",1
525,"('ARAYA', 'MARTINEZ')",2
526,"('ARAYA', 'MEDINA')",1
527,"('ARAYA', 'MIRANDA')",1
528,"('ARAYA', 'MONROY')",1
529,"('ARAYA', 'MORALES')",3
530,"('ARAYA', 'MUNOZ')",3
531,"('ARAYA', 'NARVAEZ')",1
532,"('ARAYA', 'NAVARRETE')",1
533,"('ARAYA', 'NUNEZ')",1
534,"('ARAYA', 'OLMEDO')",1
535,"('ARAYA', 'OSORIO')",1
536,"('ARAYA', 'PALMA')",3
537,"('ARAYA', 'PARDO')",1
538,"('ARAYA', 'PEREZ')",1
539,"('ARAYA', 'PINTO')",1
540,"('ARAYA', 'PIZARRO')",3
541,"('ARAYA', 'QUERAT')",1
542,"('ARAYA', 'QUIROGA')",2
543,"('ARAYA', 'RAMOS')",3
544,"('ARAYA', 'RIQUELME')",3
545,"('ARAYA', 'RIVERA')",2
546,"('ARAYA', 'RODRIGUEZ')",3
547,"('ARAYA', 'SALDIAS')",1
548,"('ARAYA', 'SANTOS')",1
549,"('ARAYA', 'SOTO')",2
550,"('ARAYA', 'TOLEDO')",1
551,"('ARAYA', 'VALDEBENITO')",1
552,"('ARAYA', 'VALDIVIA')",4
553,"('ARAYA', 'VALENZUELA')",1
554,"('ARAYA', 'VARGAS')",3
555,"('ARAYA', 'VASQUEZ')",2
556,"('ARAYA', 'VENTURA')",1
557,"('ARAYA', 'ZUNIGA')",1
558,"('ARCAYA', 'GRAU')",1
559,"('ARCE', 'ALFARO')",1
560,"('ARCE', 'FAJARDO')",1
561,"('ARCE', 'FLORES')",1
562,"('ARCE', 'OLIVI')",1
563,"('ARCE', 'PAREDES')",1
564,"('ARCE', 'REYES')",1
565,"('ARCE', 'SERON')",2
566,"('ARCE', 'SUPANTA')",1
567,"('ARCE', 'VALLEJOS')",1
568,"('ARCE', 'WEBER')",1
569,"('ARCOS', 'AVILA')",1
570,"('ARCOS', 'MOSCOSO')",1
571,"('ARCOS', 'ROJAS')",2
572,"('ARCOS', 'VARGAS')",1
573,"('ARCOS', 'VERA')",1
574,"('ARDIACA', 'CARRIZO')",1
575,"('ARDILES', 'ALVAREZ')",1
576,"('ARDILES', 'ARDILES')",1
577,"('ARDILES', 'BARRIOS')",1
578,"('ARDILES', 'GILBERTO')",1
579,"('ARDILES', 'MALEBRAN')",1
580,"('ARDILES', 'MERCADO')",2
581,"('ARDILES', 'PALACIOS')",1
582,"('ARDILES', 'PALAPE')",1
583,"('ARELLANO', 'BRAVO')",1
584,"('ARELLANO', 'MAMANI')",1
585,"('ARENAS', 'ARRANO')",1
586,"('ARENAS', 'AYALA')",1
587,"('ARENAS', 'DIAZ')",1
588,"('ARENAS', 'VALDERRAMA')",1
589,"('ARENAS', 'VASQUEZ')",2
590,"('ARESTEGUI', 'NUNEZ')",1
591,"('AREVALO', 'RIVEROS')",2
592,"('AREVALO', 'ROJAS')",1
593,"('AREVALO', 'VARGAS')",2
594,"('ARGANDONA', 'ARGANDONA')",2
595,"('ARGANDONA', 'CONTRERAS')",1
596,"('ARGANDONA', 'LOPEZ')",1
597,"('ARGANDONA', 'URQUIOLA')",1
598,"('ARGOMEDO', 'MIRANDA')",1
599,"('ARGOTE', 'CAMACHO')",1
600,"('ARGOTE', 'SOTO')",1
601,"('ARIAS', 'BARRIGA')",1
602,"('ARIAS', 'BASTARDO')",1
603,"('ARIAS', 'COTIART')",1
604,"('ARIAS', 'CUELLO')",1
605,"('ARIAS', 'GOMEZ')",1
606,"('ARIAS', 'LAMBERT')",1
607,"('ARIAS', 'REYES')",1
608,"('ARIAS', 'VALENCIA')",1
609,"('ARIAS', 'VENEGAS')",1
610,"('ARIAS', 'WELSCH')",1
611,"('ARISTE', 'CAYO')",1
612,"('ARMANDO', 'RAMIREZ')",2
613,"('ARMANDO', 'VARGAS')",1
614,"('ARMIJO', 'CARISEO')",1
615,"('ARMIJO', 'CATALAN')",1
616,"('ARMIJO', 'CESPEDES')",1
617,"('ARMIJO', 'NUNEZ')",1
618,"('ARMIJO', 'RUBILAR')",1
619,"('AROS', 'BELTRAN')",1
620,"('ARQUEROS', 'OLLARZU')",1
621,"('ARRATE', 'AVILES')",1
622,"('ARREDONDO', 'BARRAZA')",3
