,names,n
407,"('ALARCON', 'MOLINA')",1
408,"('ALARCON', 'PACHECO')",1
409,"('ALARCON', 'PASTEN')",1
410,"('ALARCON', 'PAVEZ')",1
411,"('ALARCON', 'PIZARRO')",1
412,"('ALARCON', 'QUIROZ')",1
413,"('ALARCON', 'RIVERA')",1
414,"('ALARCON', 'ROJAS')",1
415,"('ALARCON', 'ROMERO')",1
416,"('ALARCON', 'SANDOVAL')",1
417,"('ALARCON', 'SANHUEZA')",1
418,"('ALARCON', 'VALDIVIA')",1
419,"('ALARCON', 'VARGAS')",1
420,"('ALARCON', 'VELASQUEZ')",1
421,"('ALAVIA', 'TICONA')",3
422,"('ALAY', 'ARAYA')",1
423,"('ALBA', 'CRUZ')",1
424,"('ALBA', 'MUNOZ')",1
425,"('ALBA', 'PAEZ')",1
426,"('ALBA', 'VERGARA')",1
427,"('ALBALLAY', 'SILVA')",1
428,"('ALBANES', 'CORTES')",1
429,"('ALBANEZ', 'ANCH')",1
430,"('ALBANEZ', 'CRUZ')",1
431,"('ALBANEZ', 'ESPOZ')",1
432,"('ALBANEZ', 'GARCIA')",1
433,"('ALBANEZ', 'MEDERO')",1
434,"('ALBANEZ', 'PAEZ')",1
435,"('ALBANEZ', 'PEREIRA')",3
436,"('ALBANEZ', 'RAMOS')",1
437,"('ALBANEZ', 'SALINAS')",1
438,"('ALBARRACIN', 'CATALAN')",1
439,"('ALBARRACIN', 'HERRERA')",1
440,"('ALBAYAY', 'CARVAJAL')",1
441,"('ALBAYAY', 'GALLARDO')",1
442,"('ALBAYAY', 'RODRIGUEZ')",1
443,"('ALBAYAY', 'SEPULVEDA')",1
444,"('ALBAYAY', 'ZAMORA')",1
445,"('ALBERTO', 'GOMEZ')",2
446,"('ALBORNOZ', 'ALBORNOZ')",1
447,"('ALBORNOZ', 'ALCAYAGA')",1
448,"('ALBORNOZ', 'ARAYA')",3
449,"('ALBORNOZ', 'BARRERA')",1
450,"('ALBORNOZ', 'BARRIENTOS')",1
451,"('ALBORNOZ', 'CABEZAS')",1
452,"('ALBORNOZ', 'CARRASCO')",1
453,"('ALBORNOZ', 'CASTILLO')",1
454,"('ALBORNOZ', 'DIAZ')",1
455,"('ALBORNOZ', 'ESPINA')",1
456,"('ALBORNOZ', 'GARATE')",1
457,"('ALBORNOZ', 'GONZALEZ')",2
458,"('ALBORNOZ', 'HIDALGO')",3
459,"('ALBORNOZ', 'LOPEZ')",1
460,"('ALBORNOZ', 'MARTINEZ')",2
