,names,n
412,"('ALVAREZ', 'TORRES')",4
413,"('ALVAREZ', 'VALENZUELA')",1
414,"('ALVAREZ', 'VARGAS')",1
415,"('ALVAREZ', 'VELASQUEZ')",5
416,"('ALVAREZ', 'VERA')",3
417,"('ALVAREZ', 'VILLEGAS')",3
418,"('ALVAREZ', 'YANEZ')",1
419,"('ALVEAL', 'OSSES')",1
420,"('ALVEAR', 'GODOY')",1
421,"('ALVEAR', 'ROBLES')",1
422,"('AMAYA', 'CERON')",1
423,"('AMENABAR', 'GRANELLA')",1
424,"('AMEZQUITA', 'TOLEDO')",1
425,"('AMIGO', 'ARAVENA')",1
426,"('AMIGO', 'CAYUN')",2
427,"('AMIGO', 'RAIHUAN')",1
428,"('AMPUERO', 'AMPUERO')",1
429,"('AMPUERO', 'CATALAN')",1
430,"('AMPUERO', 'GALLARDO')",3
431,"('AMPUERO', 'MAYORGA')",2
432,"('AMPUERO', 'OSORIO')",1
433,"('AMPUERO', 'RUIZ')",1
434,"('AMPUERO', 'TRONCOSO')",1
435,"('AMPUERO', 'VARGAS')",1
436,"('AMTHAUER', 'OJEDA')",1
437,"('ANABALON', 'ANABALON')",1
438,"('ANABALON', 'ZUNINO')",1
439,"('ANAZCO', 'ANGULO')",1
440,"('ANCALAO', 'ZAMBRANO')",1
441,"('ANCAMIL', 'RUIZ')",1
442,"('ANDAUR', 'CASTILLO')",1
443,"('ANDRADE', 'ANDRADE')",1
444,"('ANDRADE', 'BARRIA')",2
445,"('ANDRADE', 'BUSTAMANTE')",1
446,"('ANDRADE', 'CALIXTO')",1
447,"('ANDRADE', 'CARCAMO')",1
448,"('ANDRADE', 'CHIGUAY')",1
449,"('ANDRADE', 'ELGUETA')",1
450,"('ANDRADE', 'FERNADNEZ')",1
451,"('ANDRADE', 'FERNANDEZ')",1
452,"('ANDRADE', 'GAJARDO')",1
453,"('ANDRADE', 'GALLARDO')",2
454,"('ANDRADE', 'GARRIDO')",1
455,"('ANDRADE', 'GODOY')",1
456,"('ANDRADE', 'GOMEZ')",2
457,"('ANDRADE', 'GONZALEZ')",3
458,"('ANDRADE', 'IGOR')",1
459,"('ANDRADE', 'JARA')",1
460,"('ANDRADE', 'JARAMILLO')",2
461,"('ANDRADE', 'JELVEZ')",2
462,"('ANDRADE', 'MANSILLA')",5
463,"('ANDRADE', 'MARQUEZ')",2
464,"('ANDRADE', 'MENDEZ')",1
465,"('ANDRADE', 'MOLL')",1
466,"('ANDRADE', 'MONTIEL')",3
467,"('ANDRADE', 'NEIRA')",1
468,"('ANDRADE', 'OYARZUN')",3
469,"('ANDRADE', 'PAILLACAR')",1
470,"('ANDRADE', 'PILLANCARI')",2
471,"('ANDRADE', 'SALDIVIA')",2
472,"('ANDRADE', 'SOBARZO')",3
473,"('ANDRADE', 'SOLIS')",1
474,"('ANDRADE', 'TEJEDA')",1
475,"('ANDRADE', 'TRONCOSO')",1
476,"('ANDRADE', 'VASQUEZ')",3
477,"('ANDRADE', 'VERA')",1
478,"('ANDREANI', 'VACCARO')",1
479,"('ANDRES', 'JEREZ')",2
480,"('ANDUEZA', 'AVENDANO')",2
481,"('ANGULO', 'ALVARADO')",1
482,"('ANGULO', 'GONZALEZ')",2
483,"('ANGULO', 'VASQUEZ')",1
484,"('ANJEL', 'ROA')",1
485,"('ANNIBALE', 'VERGARA')",2
486,"('ANTECAO', 'MUNOZ')",3
487,"('ANTECAO', 'TUREUNA')",2
488,"('ANTIL', 'VELASQUEZ')",1
489,"('ANTILEF', 'NUNEZ')",1
490,"('ANTILEF', 'VARGAS')",2
491,"('ANTILEO', 'COLIHUINCA')",1
492,"('ANTILL', 'ANTILL')",1
